stop_id,route_id,driver_id,vehicle_id,hub,delivery_zone,delivery_note,customer_type,priority_level,signature_required,weather,stop_datetime_raw,scheduled_window_start_raw,scheduled_window_min,actual_delivery_time_raw,actual_arrival_min,packages_count,package_weight_lb_raw,package_weight_lb,distance_from_prev_mi,service_time_min,fuel_cost_usd,tip_usd,customer_claim_usd,cargo_temp_f,gps_accuracy_m,device_battery_pct,delivery_status,failure_reason,customer_satisfaction,internal_comment
S-00094,R-143,D-016,V-018,Colorado-Springs,Downtown,leave_at_door,business,Standard,0,clear,11/07/2024 11:15 AM MST,11/07/2024 11:15 AM MST,123,2025-02-02 11:15:00,255,3,8.97,8.97,5.424,12.7,1.69,,0.0,49.7,5.4,44.5,delivered,,75.97,
S-00095,R-135,D-032,V-014,Boulder,Suburban,leave_at_door,residential,expedited,0,fog,2025-09-14 14:55 MST,2025-09-14 14:55 MST,53,2025-02-03 14:54:00,474,3,5.61,5.61,1.215,5.19,0.84,,0.0,43.1,10.0,84.9,delivered,,76.76,
S-00096,R-137,D-009,V-037,Denver-West,Rural,side_entrance,residential,standard,0,clear,01-Oct-2025 08:05,01-Oct-2025 08:05,127,2025-02-04 08:12:00,72,1,6.91,6.91,7.068,7.8,2.55,,0.0,44.17,15.3,32.8,delivered,,87.34,
S-00097,R-151,D-031,V-016,Fort-Collins,Industrial,front_desk,residential,expedited,0,clear,12/31/2024 12:15 PM,12/31/2024 12:15 PM,70,2025-02-05 12:14:00,314,1,9.16,9.16,1.859,19.51,0.83,,0.0,36.47,8.8,18.6,failed,address_issue,67.62,
S-00098,R-113,D-031,V-027,Fort-Collins,Suburban,package_room_3F,Residential,standard,0,clear,24-Jan-2025 15:30 MST,24-Jan-2025 15:30 MST,114,2025-02-06 15:26:00,506,2,9.43,9.43,2.569,5.0,0.61,0.0,0.0,44.69,11.3,71.7,delivered,,87.7,
S-00099,R-143,D-007,V-007,Denver-East,Suburban,side_entrance,residential,expedited,0,clear,2025-05-14 15:50,2025-05-14 15:50,52,2025-02-07 15:38:00,518,1,4.04,4.04,1.901,6.05,1.04,0.0,0.0,44.6,9.7,48.2,delivered,,97.57,
S-00100,R-128,D-028,V-023,Denver-East,Rural,call_on_arrival,Residential,standard,0,clear,12/21/2025 03:45 PM MDT,12/21/2025 03:45 PM MDT,117,2025-02-08 15:58:00,538,1,4.50,4.5,11.249,16.98,3.18,,118.12,44.79,7.2,72.3,faild,address_issue,56.31,
S-00101,R-156,D-027,V-030,Colorado-Springs,Suburban,mailroom,residential,same_day,0,clear,10/01/2025 08:45 AM MST,10/01/2025 08:45 AM MST,43,2025-02-09 08:45:00,105,4,6.41,6.41,2.197,19.47,1.0,,0.0,40.37,19.4,100.0,rescheduled,,76.08,
S-00102,R-144,D-047,V-004,Boulder,Rural,leave_at_door,residential,standard,0,rain,05/28/2025 07:10 AM MST ,05/28/2025 07:10 AM MST ,120,2025-02-10 07:15:00,15,4,7.6,7.6,3.567,6.37,1.82,0.0,0.0,45.12,16.4,45.7,failed,customer_not_home,66.38,
S-00103,R-104,D-042,V-007,Denver-East,Rural,garage,Residential,same day,0,rain,12-Oct-2025 13:00,12-Oct-2025 13:00,33,2025-02-11 13:03:00,363,2,2.82,2.82,3.478,12.65,1.73,1.07,0.0,,13.1,52.3,FAILED,weather_delay,57.23,
S-00104,R-152,D-026,V-022,Colorado-Springs,Industrial,package_room_3F,residential,same_day,0,clear,04/27/2025 04:45 PM,04/27/2025 04:45 PM,51,2025-02-12 16:39:00,579,2,5.82,5.82,4.79,5.22,2.02,,0.0,50.12,14.0,85.9,delivered,,87.8,
S-00105,R-116,D-056,V-007,Fort-Collins,Suburban,front_desk,residential,same_day,0,wind,2025-10-21 18:20 MDT,2025-10-21 18:20 MDT,48,2025-02-13 18:29:00,689,3,8.84,8.84,6.05,5.65,3.02,9.25,0.0,40.95,5.6,88.7,rescheduled,,81.38,
S-00106,R-135,D-013,V-013,Boulder,Rural,leave_at_door,Residential,standard,1,wind,2025/10/11 15:50:00,2025/10/11 15:50:00,121,2025-02-14 15:43:00,523,1,1.74,1.74,6.654,12.34,1.27,,0.0,48.51,10.7,65.9,delivered,,91.58,
S-00107,R-128,D-029,V-009,Boulder,Suburban,garage,residential,standard,1,wind,06/18/2025 02:30 PM MST,06/18/2025 02:30 PM MST,122,2025-02-15 14:35:00,455,4,6.2,6.2,2.13,15.95,0.99,,0.0,45.6,7.5,58.5,failed,package_damaged,55.67,
S-00108,R-130,D-012,V-018,Boulder ,Downtown,leave_at_door,business,standard,0,clear,01/10/2025 10:05 AM MDT,01/10/2025 10:05 AM MDT,106,2025-02-16 10:06:00,186,3,8.03,8.03,1.541,7.11,0.98,,118.12,36.36,5.4,59.1,failed,address_issue,68.0,
S-00109,R-129,D-016,V-005,Boulder ,Suburban,call_on_arrival,residential,standard,0,clear,11-Jun-2025 11:45 MST,11-Jun-2025 11:45 MST,110,2025-02-17 11:40:00,280,1,3.89,3.89,3.743,8.85,1.88,6.42,0.0,42.56,11.4,49.1,delivered,,96.41,
S-00110,R-107,D-052,V-036,Fort-Collins,Suburban,side_entrance,business,STANDARD,0,wind,2025/06/12 09:00:00 MST,2025/06/12 09:00:00 MST,118,2025-02-18 08:52:00,112,3,5.52,5.52,4.123,9.82,2.22,6.24,0.0,37.98,3.6,77.0,DELIVERED,,87.95,
S-00111,R-154,D-004,V-035,Fort Collins,Suburban,call_on_arrival,residential,Standard,0,clear,23-Jan-2025 11:30 MST ,23-Jan-2025 11:30 MST ,121,2025-02-19 11:32:00,272,1,1.67,1.67,1.326,12.48,0.67,0.0,0.0,60.1,10.7,58.9,delivered,,88.4,
S-00112,R-160,D-001,V-006,Colorado Springs,Downtown,garage,res,standard,0,clear,26-Jun-2025 16:55 MST,26-Jun-2025 16:55 MST,137,2025-02-20 16:58:00,598,1,6.53,6.53,2.351,315.0,1.21,0.0,0.0,47.64,6.4,52.2,failed,customer_not_home,66.62,
S-00113,R-111,D-049,V-016,Denver-East,Rural,front_desk,residential ,standard,0,clear,2025/05/09 08:35:00 MST,2025/05/09 08:35:00 MST,119,2025-02-21 08:37:00,97,2,12.09,12.09,5.079,9.72,2.46,0.0,0.0,51.95,7.8,46.0,delivered,,90.76,
S-00114,R-131,D-027,V-032,Boulder,Suburban,locker_pickup,residential,standard,0,fog,2025-08-26 12:15 MDT,2025-08-26 12:15 MDT,120,2025-02-22 12:22:00,322,2,3.71,3.71,2.253,8.76,0.61,,118.12,34.92,11.5,75.1,faild,weather_delay,52.55,
S-00115,R-158,D-014,V-026,Colorado-Springs,Rural,call_on_arrival,residential,expedited,0,clear,2025/04/01 16:50:00 MST,2025/04/01 16:50:00 MST,61,2025-02-23 16:45:00,585,4,4.65,4.65,4.881,13.8,1.83,3.76,0.0,46.03,12.5,50.4,delivered,,92.21,
S-00116,R-125,D-004,V-011,Denver-East,Downtown,front_desk,Biz,standard,1,clear,11/13/2025 02:00 PM MST,11/13/2025 02:00 PM MST,128,2025-02-24 13:59:00,419,3,8.64,8.64,6.331,12.5,2.1,3.51,0.0,47.13,16.2,89.3,delivered,,83.2,
S-00117,R-117,D-001,V-025,Fort Collins,Suburban,garage,residential,standard,0,clear,28-Dec-2025 10:55 MST,28-Dec-2025 10:55 MST,105,2025-02-25 10:58:00,238,1,2.53,2.53,4.317,9.39,1.88,0.0,0.0,41.09,12.6,63.5,delivered,,81.27,
S-00118,R-119,D-060,V-030,Denver-West,Campus,side_entrance,residential,standard,1,clear,2025-03-21 08:00 MDT ,2025-03-21 08:00 MDT ,122,2025-02-26 07:54:00,54,2,6.26,6.26,6.419,30.64,2.41,7.35,0.0,39.24,6.6,,delivered,,84.68,
S-00119,R-143,D-028,V-036,Boulder,Downtown,garage,residential,same day,1,clear,06/27/2025 03:00 PM MDT,06/27/2025 03:00 PM MDT,36,2025-02-27 14:57:00,477,5,2.54,2.54,1.637,15.44,0.88,0.0,0.0,47.25,16.3,53.1,failed,vehicle_issue,58.15,
S-00120,R-110,D-046,V-032,Denver-West,Downtown,leave_at_door,residential,standard,0,clear,02/11/2025 02:45 PM,02/11/2025 02:45 PM,122,2025-02-28 14:41:00,461,1,4.60,4.6,1.635,6.7,0.44,0.0,0.0,47.7,8.7,84.5,delivered,,86.69,check
S-00121,R-114,D-013,V-019,Denver-West,Downtown,garage,residential,expedited,0,snow,26-Aug-2025 19:15 MDT,26-Aug-2025 19:15 MDT,47,2025-03-01 19:13:00,733,2,4.34,4.34,1.289,6.34,0.77,0.0,118.12,36.56,14.3,77.6,failed,,48.72,
S-00122,R-148,D-004,V-038,Boulder,Downtown,leave_at_door,residential,standard,0,wind,2025/03/07 07:10:00 MST,2025/03/07 07:10:00 MST,115,2025-03-02 07:14:00,14,1,5.15,5.15,4.706,8.12,1.79,2.18,0.0,53.04,,52.9,delivered,,86.15,
S-00123,R-148,D-035,V-004,Boulder,Suburban,front_desk,business,standard,0,snow,03/10/2025 08:55 AM,03/10/2025 08:55 AM,113,2025-03-03 09:04:00,124,1,7.93,7.93,3.187,5.75,1.75,4.58,0.0,38.8,9.9,50.2,failed,package_damaged,46.96,
S-00124,R-104,D-021,V-004,Denver-East,Suburban,side_entrance,business,expedited,1,clear,16-Jun-2025 15:15,16-Jun-2025 15:15,60,2025-03-04 15:03:00,483,2,13.35,13.35,2.29,13.16,1.31,0.0,0.0,,6.6,35.6,delivered,,84.18,
S-00787,R-133,D-038,V-031,Boulder,Industrial,leave_at_door,residential,standard,0,fog,2025/06/27 16:15:00 MDT,2025/06/27 16:15:00 MDT,138,2025-03-05 16:29:00,569,1,1.93,1.93,8.612,6.7,2.95,0.0,0.0,38.72,8.1,69.9,delivered,,84.64,
S-00126,R-111,D-059,V-034,Fort-Collins,Downtown,rear_loading_dock,Residential,standard,0,clear,03/09/2025 09:20 AM MST,03/09/2025 09:20 AM MST,129,2025-03-06 09:28:00,148,3,8.24,8.24,2.937,14.14,1.0,,0.0,31.75,7.5,48.8,delivered,,91.41,
S-00127,R-106,D-004,V-033,Fort-Collins,Downtown,front_desk,residential,standard,0,clear,25-Aug-2025 10:40 MST,25-Aug-2025 10:40 MST,139,,218,2,10.2,10.2,1.459,5.02,0.98,0.0,0.0,60.61,4.0,81.1,delivered,,84.46,
S-00128,R-105,D-055,V-012,Denver-West,Rural,call_on_arrival,business,expedited,0,rain,2024/12/06 20:30:00 MDT ,2024/12/06 20:30:00 MDT ,72,2025-03-08 20:43:00,823,3,3.42,3.42,10.152,25.59,3.3,,0.0,38.92,11.7,89.6,delivered,,79.9,
S-00129,R-144,D-039,V-005,Fort Collins,Rural,front_desk,residential,standard,1,clear,2025/11/14 11:55:00 MST,2025/11/14 11:55:00 MST,105,2025-03-09 11:58:00,298,3,6.28,6.28,12.639,11.11,5.35,,118.12,47.2,20.1,68.1,failed,customer_not_home,51.65,
S-00130,R-126,D-056,V-016,Boulder,Suburban,mailroom,residential,standard,1,rain,10/03/2025 01:15 PM MDT,10/03/2025 01:15 PM MDT,116,2025-03-10 13:15:00,375,4,19.5,19.5,1.838,13.29,1.06,12.87,118.12,39.86,6.2,63.5,Delivered,,91.97,
S-00131,R-116,D-008,V-037,Dnvr-East,Suburban,leave_at_door,residential,standard,0,clear,25-Jul-2025 14:55,25-Jul-2025 14:55,130,2025-03-11 15:09:00,489,1,3.93,3.93,11.625,13.9,3.61,,0.0,40.88,16.1,63.7,delivered,,86.71,
S-00132,R-103,D-038,V-039,Denver-West,Campus,call_on_arrival,residential,standard,0,clear,09/01/2025 03:50 PM MDT,09/01/2025 03:50 PM MDT,120,2025-03-12 15:44:00,524,1,4.7,4.7,2.689,1.72,1.18,,0.0,34.16,29.8,48.0,DELIVERED,,86.86,
S-00133,R-127,D-040,V-006,Denver-West,Suburban,front_desk,residential,standard,0,snow,2025/05/29 10:50:00,2025/05/29 10:50:00,141,2025-03-13 11:06:00,246,1,1.96,1.96,4.397,17.27,2.27,5.07,0.0,,4.2,47.5,resheduled,,64.54,
S-00134,R-137,D-043,V-038,Denver-East ,Campus,garage,Biz,Standard,0,snow,2025-05-06 12:20 MDT,2025-05-06 12:20 MDT,121,2025-03-14 12:33:00,333,1,7.4,7.4,2.707,8.43,1.17,,0.0,50.46,10.7,58.0,failed,address_issue,69.74,
S-00135,R-160,D-034,V-021,Denver-West,Industrial,hand_to_security,residential,standard,0,clear,2025-06-17 16:55,2025-06-17 16:55,118,2025-03-15 16:57:00,597,1,1.47,1.47,7.666,21.71,2.49,,0.0,42.85,6.5,62.1,rescheduled,,53.22,
S-00136,R-143,D-017,V-014,Denver East,Downtown,front_desk,residential,standard,0,clear,2025-01-24 12:35,2025-01-24 12:35,126,2025-03-16 12:30:00,330,1,8.89,8.89,1.013,3.9,0.57,,0.0,43.98,7.3,9.3,RESCHEDULED,,81.93,
S-00137,R-116,D-046,V-021,Denver-East,Suburban,building_super,residential,standard,0,clear,2025/11/27 11:50:00,2025/11/27 11:50:00,125,2025-03-17 11:54:00,294,2,5.36,5.36,5.797,6.81,1.9,,0.0,45.96,17.1,24.1,failed,customer_not_home,66.24,
S-00138,R-109,D-017,V-026,Denver-West,Downtown,side_entrance,res,standard,1,clear,04/04/2025 04:45 PM,04/04/2025 04:45 PM,124,2025-03-18 16:52:00,592,3,2.51,2.51,4.982,14.48,1.81,0.0,0.0,49.02,8.2,53.1,failed,address_issue,62.13,
S-00139,R-130,D-043,V-020,Colorado-Springs,Downtown,garage,business,standard,0,rain,06/21/2025 02:55 PM,06/21/2025 02:55 PM,110,2025-03-19 15:08:00,488,3,2.03,2.03,5.959,5.52,2.04,2.7,118.12,40.35,5.2,58.4,failed,weather_delay,72.74,
S-00140,R-101,D-021,V-005,Denver-West,Downtown,side_entrance,residential,standard,0,rain,12/12/2025 02:55 PM MDT,12/12/2025 02:55 PM MDT,112,2025-03-20 14:53:00,473,1,5.9,5.9,1.73,3.2,1.15,2.74,0.0,37.57,13.6,47.4,delivered,,73.66,check
S-00141,R-137,D-030,V-040,Denver-East,Suburban,leave_at_door,residential ,standard,0,clear,2025/09/27 11:30:00 MST ,2025/09/27 11:30:00 MST ,128,2025-03-21 11:27:00,267,1,8.78,8.78,2.036,4.04,0.95,6.18,0.0,38.38,5.2,55.1,delivered,,84.29,
S-00142,R-135,D-007,V-005,Denver-East,Suburban,call_on_arrival,residential,standard,0,clear,2025-10-26 11:05 MDT,2025-10-26 11:05 MDT,134,2025-03-22 11:04:00,244,3,3.57,3.57,4.518,8.25,2.29,,0.0,,11.0,64.6,delivered,,80.17,
S-00143,R-117,D-014,V-033,Denver-East,Downtown,garage,business,standard,1,wind,2025/02/13 17:45:00 MDT,2025/02/13 17:45:00 MDT,132,2025-03-23 17:50:00,650,3,19.39,19.39,3.368,19.56,1.39,2.53,118.12,43.76,28.8,43.1,rescheduled,,64.61,
S-00144,R-157,D-009,V-023,Denver-West,Suburban,side_entrance,residential,Standard,0,rain,2025/02/07 12:30:00,2025/02/07 12:30:00,119,2025-03-24 12:40:00,340,4,4.87,4.87,7.109,13.83,2.47,0.0,0.0,51.24,10.4,67.6,failed,vehicle_issue,58.96,
S-00145,R-124,D-005,V-016,Denver-East,Industrial,hand_to_security,residential,standard,0,clear,2024-12-06 09:40 MDT,2024-12-06 09:40 MDT,119,2025-03-25 09:37:00,157,1,2.39,2.39,2.633,10.46,1.55,0.0,0.0,39.37,10.2,65.0,delivered,,86.34,
S-00146,R-129,D-019,V-011,Denver-West,Industrial,garage,Business,standard,1,clear,2024/12/05 17:30:00,2024/12/05 17:30:00,113,2025-03-26 17:27:00,627,4,2.39,2.39,2.777,19.44,1.12,,0.0,43.33,8.1,71.4,delivered,,92.34,
S-00147,R-146,D-054,V-035,Denver-West,Downtown,side_entrance,residential,standard,0,clear,2025-10-27 09:40 MDT,2025-10-27 09:40 MDT,120,2025-03-27 09:42:00,162,1,4.54,4.54,5.161,15.61,1.08,,0.0,56.19,8.1,71.2,delivered,,81.53,
S-00148,R-152,D-020,V-040,Colorado Springs,Suburban,leave_at_door,Business,standard,1,clear,02-Mar-2025 15:55 MDT,02-Mar-2025 15:55 MDT,116,2025-03-28 15:57:00,537,1,3.57,3.57,5.136,17.21,1.72,4.75,118.12,27.58,11.0,87.7,faild,weather_delay,52.79,
S-00149,R-101,D-042,V-034,Denver-East,Campus,mailroom,residential,standard,0,rain,11-Aug-2025 10:35,11-Aug-2025 10:35,120,2025-03-29 10:43:00,223,2,3.67,3.67,2.662,8.63,0.71,0.0,0.0,51.59,11.7,51.9,delivered,,74.51,
S-00150,R-120,D-043,V-036,Dnvr-East,Downtown,front_desk,residential,standard,0,clear,2025/04/28 07:15:00,2025/04/28 07:15:00,102,2025-03-30 07:04:00,4,1,4.42,4.42,1.749,4.08,1.0,1.77,0.0,36.53,6.0,53.1,failed,,57.6,
S-00151,R-157,D-060,V-007,Denver-East,Campus,hand_to_security,residential,expedited,0,wind,2024-12-26 11:45,2024-12-26 11:45,60,2025-03-31 11:45:00,285,1,3.4,3.4,3.308,7.37,1.73,0.0,0.0,52.46,2.9,70.8,failed,address_issue,52.56,
S-00152,R-108,D-009,V-017,Denver-West,Industrial,mailroom,Business,standard,1,clear,11/10/2024 10:00 AM,11/10/2024 10:00 AM,119,2025-04-01 09:50:00,170,2,5.11,5.11,2.487,13.15,1.47,0.0,118.12,40.48,,70.8,faild,dog_on_premises,68.28,
S-00153,R-148,D-057,V-007,Boulder,Suburban,mailroom,residential,standard,0,clear,11/26/2025 04:15 PM MDT,11/26/2025 04:15 PM MDT,131,2025-04-02 16:10:00,550,1,2.65,2.65,4.325,21.89,2.11,0.0,118.12,42.38,15.5,42.0,delivered,,90.69,
S-00154,R-118,D-036,V-010,Denver-East,Downtown,garage,residential,standard,0,snow,13-Jan-2025 15:55 MST,13-Jan-2025 15:55 MST,117,2025-04-03 16:07:00,547,1,2.96,2.96,3.172,24.04,1.34,0.0,0.0,43.24,6.0,81.2,delivered,,71.65,
S-00155,R-114,D-019,V-039,Colorado-Springs,Rural,mailroom,residential,expedited,1,clear,14-Nov-2024 16:15 MST,14-Nov-2024 16:15 MST,62,2025-04-04 16:22:00,562,2,5.77,5.77,8.409,15.2,3.72,,0.0,40.67,17.9,82.7,delivered,,83.17,
S-00156,R-114,D-046,V-022,Denver East,Suburban,mailroom,business,expedite,0,rain,2025-10-21 19:15 MST,2025-10-21 19:15 MST,53,2025-04-05 19:15:00,735,4,6.27,6.27,2.445,7.59,1.27,,0.0,24.29,27.7,66.0,delivered,,83.56,
S-00157,R-133,D-044,V-017,Denver-East,Downtown,front_desk,residential,standard,0,wind,2025/08/09 13:15:00 MST,2025/08/09 13:15:00 MST,139,2025-04-06 13:18:00,378,1,5.67,5.67,0.958,8.15,0.71,,0.0,47.89,18.1,43.6,delivered,,80.22,
S-00158,R-158,D-032,V-017,Fort-Collins,Downtown,mailroom,business ,expedited,1,clear,12/18/2024 02:15 PM MDT ,12/18/2024 02:15 PM MDT ,42,2025-04-07 14:16:00,436,4,5.83,5.83,1.196,22.17,0.79,4.82,0.0,42.06,6.8,100.0,delivered,,94.67,
S-00159,R-106,D-059,V-004,Denver-East ,Suburban,side_entrance,Business,expedited,0,clear,11/04/2024 10:05 AM MST,11/04/2024 10:05 AM MST,40,2025-04-08 10:04:00,184,4,16.15,16.15,-4.386,14.02,1.87,0.0,118.12,,13.5,58.5,Failed,,61.13,
S-00160,R-154,D-041,V-028,Denver-East ,Suburban,garage,residential,same_day,1,rain,2025-03-09 15:30 MDT,2025-03-09 15:30 MDT,45,2025-04-09 15:30:00,510,3,5.86,5.86,5.212,10.0,1.16,0.0,118.12,45.95,6.9,83.2,rescheduled,,65.62,
S-00161,R-101,D-018,V-003,Denver-East,Suburban,call_on_arrival,residential,standard,0,snow,2024-11-18 09:20 ,2024-11-18 09:20 ,130,2025-04-10 09:38:00,158,1,3.17,3.17,2.286,4.14,1.07,,118.12,,16.1,61.5,rescheduled,,70.95,check
S-00162,R-141,D-022,V-009,Fort-Collins,Suburban,call_on_arrival,residential,standard,1,rain,2024/11/13 11:10:00 MST,2024/11/13 11:10:00 MST,122,2025-04-11 11:22:00,262,3,7.64,7.64,11.16,12.39,3.8,0.0,0.0,41.83,6.5,75.7,delivered,,89.43,check
S-00163,R-148,D-017,V-011,Fort-Collins,Suburban,garage,residential,standard,1,fog,2025/07/13 14:15:00 MDT,2025/07/13 14:15:00 MDT,117,2025-04-12 14:12:00,432,1,1.15,1.15,2.719,18.7,1.32,0.0,118.12,43.21,10.4,46.5,failed,customer_not_home,55.09,check
S-00164,R-146,D-029,V-036,Colorado-Springs,Rural,garage,business,standard,0,snow,2025/09/08 09:05:00,2025/09/08 09:05:00,119,2025-04-13 09:26:00,146,3,8.29,8.29,10.088,7.47,5.06,,0.0,39.59,5.5,51.4,rescheduled,,76.06,
S-00165,R-101,D-028,V-036,Fort-Collins,Downtown,mailroom,residential,standard,0,rain,2025-12-30 09:05 MDT,2025-12-30 09:05 MDT,130,2025-04-14 09:07:00,127,1,2.06,2.06,1.81,22.27,1.11,0.0,0.0,45.79,9.7,68.1,failed,,61.02,
S-00166,R-157,D-008,V-005,Fort-Collins,Industrial,garage,residential,standard,0,clear,11/15/2025 12:45 PM,11/15/2025 12:45 PM,99,,344,2,4.65,4.65,3.993,19.02,2.03,0.0,0.0,42.85,3.6,54.2,failed,security_access,62.86,
S-00167,R-135,D-045,V-010,Denver East,Rural,mailroom,residential,standard,1,clear,2025/12/07 10:15:00 MST,2025/12/07 10:15:00 MST,129,2025-04-16 10:23:00,203,2,4.34,4.34,8.551,10.79,2.72,0.0,118.12,36.14,7.9,60.9,failed,weather_delay,61.3,
S-00168,R-138,D-003,V-024,Fort Collins,Suburban,leave_at_door,business,expedited,0,clear,09-Jun-2025 16:15 MDT,09-Jun-2025 16:15 MDT,61,2025-04-17 16:21:00,561,7,3.62,3.62,3.838,10.41,1.29,2.89,0.0,48.44,15.9,64.6,failed,address_issue,60.06,
S-00169,R-128,D-036,V-010,Fort-Collins,Downtown,front_desk,business,same_day,1,clear,2025-07-16 13:15 MDT,2025-07-16 13:15 MDT,47,2025-04-18 13:08:00,368,2,3.53,3.53,2.356,13.4,-0.8,,0.0,37.8,13.8,47.3,delivered,,91.82,
S-00170,R-120,D-009,V-003,Denver-East,Suburban,front_desk,business,standard,0,clear,2025-11-14 07:35,2025-11-14 07:35,118,2025-04-19 07:35:00,35,4,3.52,3.52,3.726,16.83,1.8,3.67,0.0,43.94,7.5,37.5,delivered,,81.0,
S-00171,R-158,D-024,V-003,Denver-East,Rural,front_desk,Business,expedited,0,wind,03/20/2025 06:05 PM MDT,03/20/2025 06:05 PM MDT,37,2025-04-20 18:19:00,679,1,5.48,5.48,12.862,8.4,4.43,0.0,0.0,,11.0,70.0,Failed,weather_delay,48.55,
S-00172,R-144,D-023,V-014,Boulder ,Rural,leave_at_door,residential,expedited,0,wind,2025/07/27 14:15:00 MST,2025/07/27 14:15:00 MST,58,2025-04-21 14:12:00,432,1,1.93,1.93,6.322,15.53,2.45,0.0,0.0,46.79,8.1,52.0,rescheduled,,62.99,
S-00173,R-123,D-016,V-007,Fort-Collins,Downtown,rear_loading_dock,residential,expedited,0,rain,2025-10-03 15:45,2025-10-03 15:45,61,2025-04-22 15:41:00,521,2,21.58,21.58,4.351,10.72,2.22,2.84,118.12,41.4,10.9,97.0,failed,address_issue,45.72,
S-00174,R-157,D-050,V-036,Denver-East,Suburban,mailroom,residential ,standard,0,clear,09-Dec-2024 18:55 MDT,09-Dec-2024 18:55 MDT,128,2025-04-23 18:58:00,718,1,12.92,12.92,1.951,5.37,0.96,3.15,0.0,42.75,8.9,55.6,Delivered,,100.0,
S-00175,R-140,D-056,V-027,Denver-East,Campus,side_entrance,residential,standard,0,clear,2024-11-02 13:45,2024-11-02 13:45,116,2025-04-24 13:46:00,406,1,7.3,7.3,1.322,8.43,0.52,0.0,0.0,46.94,22.2,58.7,delivered,,95.1,
S-00176,R-160,D-048,V-010,Denver-East,Suburban,call_on_arrival,residential,standard,1,snow,24-Oct-2025 15:55,24-Oct-2025 15:55,107,2025-04-25 16:13:00,553,0,9.57,9.57,6.099,18.27,2.41,0.0,0.0,39.45,4.3,58.4,delivered,,83.18,
S-00177,R-156,D-060,V-016,Denver-West,Rural,front_desk,residential,expedited,0,rain,04/26/2025 07:20 PM MDT,04/26/2025 07:20 PM MDT,38,2025-04-26 19:18:00,738,1,3.07,3.07,4.368,9.7,2.14,1.33,0.0,49.42,14.5,27.1,RESCHEDULED,,62.6,
S-00178,R-157,D-011,V-012,Fort-Collins,Rural,front_desk,business,standard,0,clear,07/23/2025 08:50 AM MDT,07/23/2025 08:50 AM MDT,124,2025-04-27 08:54:00,114,2,6.77,6.77,6.18,14.67,2.02,0.0,0.0,52.84,17.8,47.8,delivered,,82.88,
S-00179,R-112,D-027,V-002,Colorado Springs,Suburban,mailroom,business,standard,0,fog,2025/04/02 09:10:00,2025/04/02 09:10:00,126,2025-04-28 09:14:00,134,5,5.83,5.83,3.699,8.99,1.52,2.18,0.0,39.88,6.4,77.2,delivered,,87.22,
S-00180,R-151,D-048,V-022,Denver-West,Suburban,side_entrance,residential,same_day,0,wind,25-Jul-2025 16:50 ,25-Jul-2025 16:50 ,49,,599,1,1.48,1.48,5.503,7.26,2.81,0.0,0.0,37.58,7.2,111.7,delivered,,82.11,
S-00181,R-152,D-060,V-027,Fort-Collins,Downtown,mailroom,residential,standard,0,clear,06/05/2025 01:10 PM MDT,06/05/2025 01:10 PM MDT,115,2025-04-30 13:12:00,372,3,2.72,2.72,4.874,13.2,1.15,2.22,0.0,46.02,10.5,89.4,failed,weather_delay,50.88,
S-00182,R-118,D-043,V-016,Boulder,Downtown,front_desk,residential,same_day,0,clear,2025/11/26 10:10:00 MDT,2025/11/26 10:10:00 MDT,35,2025-05-01 10:15:00,195,3,2.6,2.6,3.299,14.93,1.52,3.5,118.12,51.55,10.9,93.2,failed,,54.13,
S-00183,R-125,D-011,V-007,Fort-Collins,Downtown,garage,business,same_day,1,clear,22-Dec-2024 18:05 MST,22-Dec-2024 18:05 MST,46,2025-05-02 18:04:00,664,3,4.85,4.85,1.674,12.99,1.05,0.0,0.0,46.09,9.0,83.5,failed,customer_not_home,67.33,
S-00184,R-155,D-056,V-003,Boulder,Downtown,leave_at_door,residential,standard,0,wind,04/20/2025 12:05 PM MDT,04/20/2025 12:05 PM MDT,137,2025-05-03 12:04:00,304,2,6.21,6.21,3.853,4.11,1.42,1.59,0.0,45.18,8.6,80.7,delivered,,80.99,
S-00185,R-113,D-031,V-015,Denver-West,Suburban,call_on_arrival,Residential,expedited,0,clear,2025-06-03 18:50 MDT,2025-06-03 18:50 MDT,53,2025-05-04 19:03:00,723,2,4.7,4.7,4.172,3.47,2.12,2.7,0.0,46.04,11.5,71.5,failed,vehicle_issue,42.73,
S-00186,R-123,D-053,V-030,Fort-Collins,Campus,call_on_arrival,residential,standard,0,wind,29-Jun-2025 14:00,29-Jun-2025 14:00,110,2025-05-05 14:02:00,422,1,2.51,2.51,3.452,13.44,1.2,2.87,0.0,44.64,7.0,56.2,delivered,,83.19,
S-00187,R-115,D-020,V-015,Fort-Collins,Suburban,leave_at_door,residential,same_day,0,clear,2025-09-22 12:00 MST,2025-09-22 12:00 MST,36,2025-05-06 11:54:00,294,1,1.27,1.27,3.009,8.28,1.51,0.0,0.0,48.11,8.9,73.6,delivered,,87.03,
S-00188,R-126,D-002,V-013,Colorado-Springs,Industrial,front_desk,residential,same_day,0,wind,07/01/2025 12:35 PM,07/01/2025 12:35 PM,36,2025-05-07 12:36:00,336,1,4.63,4.63,2.852,10.85,0.68,,0.0,36.37,,72.9,failed,customer_not_home,54.13,
